ItemCode,NumeroDescripcionesOriginales,NumeroDescripcionesNormalizadas,DescripcionMasFrecuente,PorcentajeCorrespondencia,PrimeraFecha,UltimaFecha,CategoriasAsociadas,ClasificacionCorrespondencia
303254,1,1,MAIN BEARING NUT 320.05.07,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303255,1,1,THRUST 320.05.03,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303256,1,1,HOLDING SCREW M14X16 GB/T73-1985,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303257,1,1,CIRCLIP 320.13.05,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303258,1,1,LOCATING PIN EXTERNAL THREAD 320.05.102,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303259,1,1,LOCK WASHER 320.14.07,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303261,1,1,HEX-BOLT M8X16 GB/T5783-2000,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303262,1,1,TACHOMETER AVENERATOR DRIVING 320.17B.00,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303263,1,1,LOCATING PIN EXTERNAL THREAD 320.14E.08,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303264,1,1,LOCATING PIN 320.02.402,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303265,1,1,CYLINDER HEAD SEAL RING 320.02.26,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303266,1,1,CYLINDER LINER PACKING RING 320.02.27,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303267,1,1,BREAKER 1 P X 10A PARA RIEL SIEMENS,100.0,2024-06-24 00:00:00,2025-06-01 00:00:00,"FERRETERIA, REPUESTOS ELECTRICOS",Correspondencia univoca
303277,1,1,LIMPIADOR DE CONTACTO,100.0,2024-03-20 00:00:00,2025-12-01 00:00:00,"FERRETERIA, QUIMICOS",Correspondencia univoca
303290,1,1,SEAL-O-RING 3K-0360 (CAT C7 MARINO M7G00,100.0,2024-04-15 00:00:00,2024-04-15 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303325,1,1,SEAL 214-7568 (CAT 3608),100.0,2024-04-15 00:00:00,2024-04-15 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303327,1,1,GASKET 2W0752,100.0,2024-04-15 00:00:00,2024-04-15 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303363,1,1,PLATE-SPACER 5197297,100.0,2024-05-15 00:00:00,2024-05-15 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303418,1,1,HEAT DETECTOR SPARE PARTS FOR THE ALARM,100.0,2025-11-01 00:00:00,2025-11-01 00:00:00,SERVICIOS DE MANTENIMIENTO,Correspondencia univoca
303460,1,1,"FUSE 10021640 PARA C4,4",100.0,2025-11-01 00:00:00,2025-11-01 00:00:00,FERRETERIA,Correspondencia univoca
303512,1,1,FUEL FILTER SPARE PARTS FOR THE C9.3,100.0,2025-09-01 00:00:00,2025-12-01 00:00:00,"FILTROS, QUIMICOS",Correspondencia univoca
303576,1,1,"BULB 24V 5W SV8,5 SPARE PARTS FOR THE EL",100.0,2025-05-01 00:00:00,2025-05-01 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
303862,1,1,ENGINE ROOM WATER MIST CONTR. JB-QB-5E1,100.0,2025-02-01 00:00:00,2025-02-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303863,1,1,PHOTOELECTRIC SMOKE SENSOR JTY-GD-5E1,100.0,2025-02-01 00:00:00,2025-02-01 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
303901,1,1,VALVE SEAT RING NORMAL (51.03203-0293),100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303902,1,1,VALVE SEAT RING EXHAUST (51.03203-0184),100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303903,1,1,"GASKET 45X72X1,0- (06.56254-2207)",100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303904,1,1,TORIC SEAL 55X4B-NBR3-70 (06.56341-2217),100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303907,1,1,WATER PUMP REPAIR KIT (51.06599-6033),100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303908,1,1,GRIP RING MAN 183-B4 (06.71020.0610),100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303911,1,1,RUBBER MET. PAD M6X20X20 (51.96210-0053),100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303920,1,1,RELIEF VALVE (51.05405-5022),100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303922,1,1,CRACK CONROD 51.02400-6026,100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303924,1,1,"CIRCLIP 52X1,75-FST 51.90810-0011",100.0,2024-10-11 00:00:00,2024-10-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303928,1,1,BUTTERFLY VALV DN150 WITHOUT ACTUATOR,100.0,2025-05-01 00:00:00,2025-05-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303934,1,1,RIEL DIN P/BREAKER,100.0,2025-06-01 00:00:00,2025-06-01 00:00:00,FERRETERIA,Correspondencia univoca
303939,1,1,BATERIA 9VOLT,100.0,2024-04-09 00:00:00,2024-07-03 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
303940,1,1,CINTA AUTOFUNDENTE BLANCA,100.0,2024-03-06 00:00:00,2025-07-01 00:00:00,"FERRETERIA, REPUESTOS ELECTRICOS",Correspondencia univoca
303941,1,1,CONNECTION A 254-2268,100.0,2025-07-01 00:00:00,2025-07-01 00:00:00,SERVICIOS DE MANTENIMIENTO,Correspondencia univoca
303942,1,1,SWITCH AS-LE 2N-9768984,100.0,2024-04-19 00:00:00,2024-04-19 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
303944,1,1,RELAYS MINI 14 CUCHILLA 24DVC SCHNEIDER,100.0,2024-07-04 00:00:00,2024-07-04 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
303946,1,1,"MANGUERA ANILADA PVC 2""",100.0,2025-10-01 00:00:00,2025-10-01 00:00:00,FERRETERIA,Correspondencia univoca
303947,1,1,"ACOPLE TIPO C 2""",100.0,2025-10-01 00:00:00,2025-10-01 00:00:00,FERRETERIA,Correspondencia univoca
303950,1,1,SPACER 2454745 CAT C4.4,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303951,1,1,GUARD BELT 2656532 CAT C4.4,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303952,1,1,SPACER 2040370 CAT C4.4,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303954,1,1,SPACER 2143205,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303955,1,1,PLUG-PIPE 2052294,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303957,1,1,BRACKET 2635193 CAT C4.4,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303959,1,1,SPACER 2635191,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303960,1,1,BOLT 2695151,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303961,1,1,JACKET AS 3594118,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303963,1,1,COUPLING 3314368,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303964,1,1,CLIP 1496116,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303965,1,1,HOSE 2686277,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303966,1,1,CLEANER-GP 2335180 CAT C4.4,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303967,1,1,CLAMP 2305811,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303968,1,1,BREATHER-AS 4804314,100.0,2024-02-20 00:00:00,2025-11-01 00:00:00,"FILTROS, REPUESTOS MECANICOS",Correspondencia univoca
303969,1,1,HOSE 2928530,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303970,1,1,PLUG 1954639,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303973,1,1,ANODO DE ALUMINIO ASS 5,100.0,2024-03-14 00:00:00,2025-06-01 00:00:00,"FERRETERIA, REPUESTOS MECANICOS",Correspondencia univoca
303975,1,1,ANODO DE ALUMINIO ATS-2,100.0,2024-03-14 00:00:00,2025-06-01 00:00:00,"FERRETERIA, REPUESTOS MECANICOS",Correspondencia univoca
303976,1,1,EMPAQUETADURA INFERIOR 3800558,100.0,2024-02-20 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303977,1,1,"VALVULA DE ESCAPE 6C,T,A 3802085",100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303978,1,1,VALVULA DE ADMISION 6C 3802463,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303979,1,1,KIT DE PISTON Y RINES SERIE 6C 3802657,100.0,2024-02-20 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303980,1,1,GUIA DE VALVULA 6C 3923564,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303981,1,1,ASIENTO DE VALVULA ADMISION 6C 3924582,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303982,1,1,RESORTE DE VALVULA 3925272,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303983,1,1,SELLOS DE VALVULA 3927642,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303984,1,1,ASIENTO DE VALVULA ESCAPE 6C 3928174,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303985,1,1,PIN PISTON 6C ISC (KIT 4089613) 3934046,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303986,1,1,CHAPA BANCADA STD 6C & ISC 3945917,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303987,1,1,CHAPA DE BIELA INFERIOR 6C 3950661,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303988,1,1,BUJE DE BRAZO DE BIELA 4944137,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303989,1,1,BOCIN DE BARRA DE LEVA 5283368,100.0,2024-02-20 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303990,1,1,BOMBA AGUA MOTOR 6C 5473301,100.0,2024-02-20 00:00:00,2024-02-20 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303991,1,1,BOMBA ACEITE 6CT 8.3 5473376,100.0,2024-02-20 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303992,1,1,LINER CYLINDER 5527862,100.0,2024-02-20 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303993,1,1,EMPAQUETADURA SUPERIOR 6C 5579026,100.0,2024-02-20 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
303999,1,1,BOBINA STAMFORD 150KW SERIE M14C123386,100.0,2024-02-22 00:00:00,2024-02-22 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304008,1,1,VO 21416784 SENSOR NIVEL REFRIGERANTE,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304009,1,1,VO 21634017 SENSOR PRESION DE CARTER,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304010,1,1,VO 223209906 SENSOR DE PRESION,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304011,1,1,VO 21532907 SENSOR NIVEL ACEITE,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304012,1,1,VO 20576617 SENSOR TEMP REFRIGERANTE,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304013,1,1,VO 22899626 SENSOR PRESION ACEITE/COMB,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304014,1,1,VO 23713681 SENSOR TEMP/PRESION ACEITE,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304015,1,1,VO 21426987 SENSOR DE REVOLUCIONES,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304016,1,1,VO 22052384 SENSOR PRESION COMBUSTIBLE,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304017,1,1,VO 21202753 SENSOR SWITCH DE PRESION,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304018,1,1,VO 874903 TACOMETRO,100.0,2024-04-18 00:00:00,2024-04-18 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304020,1,1,BOMBA SUMERGIBLE 12V 2000 GPH RULE,100.0,2024-04-08 00:00:00,2024-04-08 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304021,1,1,SWICHT DE PASO DE CORRIENTE BATERIA 12V,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304022,1,1,ANILLO ANTISULFATANTE,100.0,2024-07-03 00:00:00,2024-07-03 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304024,1,1,BOMBILLO NAVALES 24V NAVEGACION 2PUNTOS,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304025,1,1,CAJA DE PASOS PVC 15X15,100.0,2024-04-15 00:00:00,2024-04-15 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304027,1,1,CABLE CONCENTRICO 4X10 AWG,100.0,2024-04-08 00:00:00,2024-04-08 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304029,1,1,CINTA TEFLON 3/4,100.0,2024-04-15 00:00:00,2025-12-01 00:00:00,FERRETERIA,Correspondencia univoca
304030,1,1,REFLECTOR LED 150W 6500K STAR SYLVANIA,100.0,2025-05-01 00:00:00,2025-12-01 00:00:00,FERRETERIA,Correspondencia univoca
304031,1,1,ENCHUFE CLAVIJA 3P T 32A 415V IP67,100.0,2025-06-01 00:00:00,2025-06-01 00:00:00,FERRETERIA,Correspondencia univoca
304033,1,1,"MANGUERA 1/2 "" TRANSPARENTE",100.0,2025-07-01 00:00:00,2025-07-01 00:00:00,FERRETERIA,Correspondencia univoca
304034,1,1,"TUBO AL/NAVAL 6061 1 1/4"" CED 40",100.0,2024-03-07 00:00:00,2024-03-07 00:00:00,FERRETERIA,Correspondencia univoca
304035,1,1,"TUBO AL/NAVAL 6061 3"" CED 80",100.0,2024-03-07 00:00:00,2024-03-07 00:00:00,FERRETERIA,Correspondencia univoca
304066,1,1,"CEPILLO COPA GRATA AC. 4""X5/8 "" TRENZAD",100.0,2025-05-01 00:00:00,2025-05-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304067,1,1,PICASAL - PICOT,100.0,2025-10-01 00:00:00,2025-10-01 00:00:00,FERRETERIA,Correspondencia univoca
304068,1,1,BARRA DE LEVAS 6C CPL2664 COD.13923478,100.0,2024-03-06 00:00:00,2024-03-06 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304069,1,1,CHAPA BIELA 0.25 6C ISC COD.123901431,100.0,2024-03-06 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304070,1,1,TERMOSTATO 180F 6C 02C02 COD.23928639,100.0,2024-03-06 00:00:00,2024-03-06 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304071,1,1,CHAPA BANCADA 0.25 6C 02A01 COD.13945918,100.0,2024-03-06 00:00:00,2024-04-24 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304083,1,1,TERMINAL PUNTERA # 18-16 AMARILL 100 UND,100.0,2024-03-20 00:00:00,2024-07-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304084,1,1,FUSIBLE CERAMICA BUSSMAN 6X30 2A 250V,100.0,2024-03-14 00:00:00,2025-12-01 00:00:00,"FERRETERIA, REPUESTOS ELECTRICOS",Correspondencia univoca
304085,1,1,FUSIBLE CERAMICA BUSSMAN 6X30 5A 250V,100.0,2024-03-14 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304086,1,1,FUSIBLE CERAMICA BUSSMAN 6X30 10 A 250V,100.0,2024-03-14 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304087,1,1,PORTAFUSIBLE RIEL DIN PHOENIX CONTAC,100.0,2024-03-14 00:00:00,2025-08-01 00:00:00,"REPUESTOS ELECTRICOS, SERVICIOS DE MANTENIMIENTO",Correspondencia univoca
304088,1,1,GRASA PARA BORNERAS 10OZ,100.0,2024-03-21 00:00:00,2024-04-09 00:00:00,GRASAS,Correspondencia univoca
304089,1,1,CAPUCHONES PARA CABLE P72,100.0,2024-03-20 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304090,1,1,CAPUCHONES PARA CABLE P73,100.0,2024-03-20 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304091,1,1,CAPUCHONES PARA CABLE P74,100.0,2024-03-20 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304092,1,1,CAPUCHONES PARA CABLE P76,100.0,2024-03-20 00:00:00,2024-04-09 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304093,1,1,AMPERIMETRO ANALAGO 0-100A 70X70,100.0,2024-03-14 00:00:00,2024-03-14 00:00:00,FERRETERIA,Correspondencia univoca
304094,1,1,RELE MINI 14CHUCHILLAS IND. 24VDC,100.0,2024-03-14 00:00:00,2025-06-01 00:00:00,"FERRETERIA, REPUESTOS ELECTRICOS",Correspondencia univoca
304095,1,1,RELE 8 PINES 24VDC INDU,100.0,2024-03-20 00:00:00,2025-08-01 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304096,1,1,TUBO TERMOCOMPRESIBLE # 16,100.0,2024-03-20 00:00:00,2024-04-08 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304097,1,1,POTENCIOMETRO 10KOH 1 VUELTA,100.0,2024-03-20 00:00:00,2024-03-20 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304098,1,1,CERRADURA BASICA TRIANGULO 7MM CON LLAVE,100.0,2024-03-20 00:00:00,2024-03-20 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304099,1,1,"ANOD ZINC LAPIZ E1(3/8 X 2 X 1/2 X 3/8"")",100.0,2025-06-01 00:00:00,2025-06-01 00:00:00,ACEITE,Correspondencia univoca
304103,1,1,PISTOLA IMPACTO INAL.1/2 FUEL M18 KIT,100.0,2024-03-21 00:00:00,2024-03-21 00:00:00,FERRETERIA,Correspondencia univoca
304104,1,1,SEAL O-RING 1523968,100.0,2025-05-01 00:00:00,2025-05-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304112,1,1,"HOJA DE SIERRA FINA DE 18""",100.0,2024-04-08 00:00:00,2024-04-08 00:00:00,FERRETERIA,Correspondencia univoca
304117,1,1,BOQUILLA ANTORCHA P/CORTE DE PLASMA,100.0,2025-09-01 00:00:00,2025-09-01 00:00:00,FERRETERIA,Correspondencia univoca
304119,1,1,"PERNO A/INOX 1/2 X 1 1/2 "" COMPLETO",100.0,2024-04-18 00:00:00,2024-07-04 00:00:00,FERRETERIA,Correspondencia univoca
304120,1,1,"PERNO A/INOX 5/8 X 2 1/2 "" COMPLETO",100.0,2025-06-01 00:00:00,2025-06-01 00:00:00,FERRETERIA,Correspondencia univoca
304126,1,1,EMPAQUE MIX ALTA TEMP EXT300MM INT200MM,100.0,2024-03-21 00:00:00,2024-03-21 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304127,1,1,BOCIN THRDN SXL EXT120MM INT90MM L370MM.,100.0,2024-03-21 00:00:00,2024-03-21 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304128,1,1,ANILLO RETEN BANIL08-000021 VOLVO,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304129,1,1,ANILLO RETEN BANIL08-000022 VOLVO,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304130,1,1,VALVULA REDUCTORA BVALV15-000001 VOLVO,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304131,1,1,ORING VALV SOBREPRESION TWD1211G C00004,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304132,1,1,TORNILLO EMBRIDADO (984756),100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304133,1,1,BOQUILLA REFRIGERA C00006 VOLVO,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304134,1,1,ANILLO DE RETEN BANIL08-000005,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304135,1,1,RETEN TUBO DE SALIDA DE LA VALV 000030,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304136,1,1,RESORTE FILTRO DE ACEITE BFILT01-000152,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304137,1,1,VALV CONTR FILTRO ACEITE BVALV05-000003,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304138,1,1,COMPENSADOR VOLVO C000011,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304139,1,1,JUNTA VOLVO C000012,100.0,2024-05-29 00:00:00,2024-05-29 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304140,1,1,LISTON DE GOMA BORIN07-000002,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304141,1,1,ARANDELA DE MOTOR BARAN05-000012,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304142,1,1,EMPAQUE DE TURBO BEMPA11-000023,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304143,1,1,ANILLO RETEN BANIL08-000012 VOLVO,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304144,1,1,ANILLO SELLADO BANIL03-000012,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304145,1,1,SILICONA MOTOR DE 304ML BSILI01-000001,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304146,1,1,JUNTA PLANA BJUNT15-000005,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304147,1,1,EMPAQUE DE TURBO BEMPA11-000033,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304148,1,1,O RING DE MOTOR BORIN27-000008,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304149,1,1,ANILLO SELLO BANIL03-000014 VOLVO,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304150,1,1,ABRAZADERA VOLVO C000023,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,FERRETERIA,Correspondencia univoca
304151,1,1,ORING VOLVO C000024,100.0,2024-04-09 00:00:00,2024-04-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304155,1,1,"ELBOW, 288-6606",100.0,2025-05-01 00:00:00,2025-05-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304157,1,1,"INJECTOR AS-FUEL, 230-8999",100.0,2025-05-01 00:00:00,2025-08-01 00:00:00,"PINTURAS, REPUESTOS MECANICOS",Correspondencia univoca
304162,1,1,ADAPTER 2106852,100.0,2025-05-01 00:00:00,2025-05-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
304164,1,1,TRASFORMADOR 220/110 VAC 50-60HZ 3000W,100.0,2024-08-12 00:00:00,2025-04-01 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304165,1,1,TRASFORMADOR 220/110 VAC 50-60HZ 2000W,100.0,2024-08-12 00:00:00,2025-08-01 00:00:00,"REPUESTOS ELECTRICOS, REPUESTOS MECANICOS",Correspondencia univoca
304166,1,1,TRASFORMADOR 220/110 VAC 50-60HZ 1500W,100.0,2024-05-22 00:00:00,2024-05-22 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
304168,1,1,SENSOR PRESION ACEITE 0-10 BAR,100.0,2024-03-18 00:00:00,2024-03-18 00:00:00,REPUESTOS ELECTRICOS,Correspondencia univoca
