ItemCode,NumeroDescripcionesOriginales,NumeroDescripcionesNormalizadas,DescripcionMasFrecuente,PorcentajeCorrespondencia,PrimeraFecha,UltimaFecha,CategoriasAsociadas,ClasificacionCorrespondencia
P002825,1,1,TUERCA DE ACERO INOX DE M16,100.0,2021-04-12 00:00:00,2021-04-12 00:00:00,FERRETERIA,Correspondencia univoca
P002827,1,1,TUERCA DE ACERO INOX DE 5/8 PULG,100.0,2021-04-12 00:00:00,2021-04-12 00:00:00,FERRETERIA,Correspondencia univoca
P002828,1,1,VARILLA REDONDA ROSCADA DE ACERO INOX. DE 3/4 PULG,100.0,2023-12-04 00:00:00,2023-12-04 00:00:00,FERRETERIA,Correspondencia univoca
P002830,1,1,ESTROPAJO FIBRA VERDE 474983,100.0,2022-01-03 00:00:00,2022-01-03 00:00:00,MATERIALES DE LIMPIEZA,Correspondencia univoca
P002835,1,1,MANOMETRO DE 2 1/2 PULG CON GLICERINA (0-6 BAR),100.0,2023-05-18 00:00:00,2023-05-18 00:00:00,FERRETERIA,Correspondencia univoca
P002842,1,1,"VALVULA COMPUERTA H/N BRID. 125A 6""",100.0,2023-08-03 00:00:00,2023-08-03 00:00:00,FERRETERIA,Correspondencia univoca
P002843,1,1,"VALVULA GLOBO A/C BRID. SW 150V 3""",100.0,2022-05-04 00:00:00,2022-05-04 00:00:00,FERRETERIA,Correspondencia univoca
P002844,1,1,ACOPLE AIRE MACHO PARKER 1/2 COD. P-16 (CODIGO PROMAHICO),100.0,2022-03-02 00:00:00,2023-10-13 00:00:00,FERRETERIA,Correspondencia univoca
P002845,1,1,COMPLEMENTO AIRE MACHO PARKER 1/2 COD. CP-17 (CODIGO PROMAHICO),100.0,2023-10-13 00:00:00,2023-10-13 00:00:00,FERRETERIA,Correspondencia univoca
P002846,1,1,NEPLO BRONCE FP 1/2X1/2 COD. B2X8X8 (CODIGO PROMAHICO),100.0,2023-10-13 00:00:00,2023-10-13 00:00:00,FERRETERIA,Correspondencia univoca
P002847,1,1,ACOPLE AIRE HEMBRA PARKER 1/4 COD. P-23 (CODIGO PROMAHICO),100.0,2023-08-10 00:00:00,2023-10-05 00:00:00,FERRETERIA,Correspondencia univoca
P002848,1,1,REFLECTORES TIPO HALOGENOS CON TRIPODE (500WATT - 120V),100.0,2023-06-07 00:00:00,2023-06-07 00:00:00,FERRETERIA,Correspondencia univoca
P002852,1,1,DETERGENTE EN POLVO DEJA DE 1KL,100.0,2023-09-13 00:00:00,2023-11-06 00:00:00,MATERIALES DE LIMPIEZA,Correspondencia univoca
P002861,2,2,EMPAQUE VEGETAL DE 1/16 PULG,83.33,2021-11-04 00:00:00,2023-07-12 00:00:00,FERRETERIA,Variacion textual normalizable
P002875,1,1,SEAL KIT AFT SC2 240 PERBUNNAN,100.0,2022-01-04 00:00:00,2023-03-07 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002876,1,1,SEAL KIT FWD SC2 200 PERBUNNAN,100.0,2022-01-04 00:00:00,2023-03-07 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002878,1,1,ACCULOJOINT M12 FOR LINER,100.0,2022-01-04 00:00:00,2022-01-04 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002879,1,1,CABLE CONCENTRICO 4X6 AWG,100.0,2021-03-22 00:00:00,2021-03-22 00:00:00,FERRETERIA,Correspondencia univoca
P002880,1,1,"BANDA, MULTI V CUMMINS",100.0,2021-02-03 00:00:00,2022-12-02 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002882,1,1,POS 6 TORICA 2047933-4 (TAPA NUCLEO),100.0,2022-01-04 00:00:00,2022-01-04 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002883,1,1,POS 17 TORICA 2047933-4 (HELICES/PALAS),100.0,2022-01-04 00:00:00,2022-01-04 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002884,1,1,POS 18 ARO DESLIZADERA 2047933-4 (HELICES/PALAS),100.0,2022-01-04 00:00:00,2022-01-04 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002885,1,1,POS 32 TORICA 2047933-4 (CAJA ROD PISTON),100.0,2022-01-04 00:00:00,2022-01-04 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002886,1,1,POS 34 RETEN 2047933-4 (RETEN HIDRAULICA ROD PISTON),100.0,2022-01-04 00:00:00,2022-01-04 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002887,1,1,POS 36 RETEN 2047933-4 (WIPER ROD PISTON),100.0,2022-01-04 00:00:00,2022-01-04 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002888,1,1,ESCURRIDOR CON RUEDAS (PARA MAPOS),100.0,2023-02-15 00:00:00,2023-07-21 00:00:00,MATERIALES DE LIMPIEZA,Correspondencia univoca
P002913,1,1,PLATINA DE ACERO NEGRO 1 1/2 PULG X 1/8 PULG,100.0,2023-08-07 00:00:00,2023-08-07 00:00:00,FERRETERIA,Correspondencia univoca
P002917,1,1,FILTRO DE PIEDRA D-48 ALCO (COD. 324),100.0,2022-04-01 00:00:00,2022-04-01 00:00:00,FERRETERIA,Correspondencia univoca
P002936,1,1,ELEMENTO 2040 PM O 30 MICRON PARA FILTRO RACOR (PARKER) 900FH,100.0,2023-06-16 00:00:00,2023-06-16 00:00:00,FILTROS,Correspondencia univoca
P002937,1,1,ELEMENTO 2020 PM O 30 MICRON PARA FILTRO RACOR (PARKER) 1000FH,100.0,2022-10-19 00:00:00,2023-02-17 00:00:00,FILTROS,Correspondencia univoca
P002938,1,1,PRESOSTATO DANFOSS 4-40 BAR DIFERENCIAL 1-10 BAR KPS 45,100.0,2023-07-03 00:00:00,2023-07-21 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002939,1,1,PRESOSTATO DANFOSS 0-3.5 BAR DIFERENCIAL 0.2 BAR KPS 33,100.0,2023-06-23 00:00:00,2023-07-21 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002941,1,1,ACEITE SAE 30 DISOLA M3015 TBN-15,100.0,2021-02-04 00:00:00,2025-09-01 00:00:00,ACEITE,Correspondencia univoca
P002948,1,1,PINTURA JETHANE GAL BLANCO 1700,100.0,2021-11-04 00:00:00,2022-04-20 00:00:00,PINTURAS,Correspondencia univoca
P002951,1,1,PINCEL PLANO # 6,100.0,2021-03-16 00:00:00,2022-02-18 00:00:00,FERRETERIA,Correspondencia univoca
P002953,1,1,CODO SOLD H/N CED 80 1 PULG 90º,100.0,2022-01-18 00:00:00,2023-04-03 00:00:00,FERRETERIA,Correspondencia univoca
P002954,1,1,CODO SOLD H/N CED 80 1/2 PULG 90º,100.0,2022-02-22 00:00:00,2022-02-22 00:00:00,FERRETERIA,Correspondencia univoca
P002957,1,1,CODO SOLD H/N CED 80 4 PULG 90º,100.0,2021-03-26 00:00:00,2023-07-21 00:00:00,FERRETERIA,Correspondencia univoca
P002958,1,1,TUBO H/N CED 80 1 1/4 PULG,100.0,2022-03-17 00:00:00,2023-04-03 00:00:00,FERRETERIA,Correspondencia univoca
P002959,1,1,TUBO H/N CED 80 1/2 PULG,100.0,2022-01-18 00:00:00,2022-08-18 00:00:00,FERRETERIA,Correspondencia univoca
P002960,1,1,VALVULA DE ACERO INOX. CIERRE RAPIDO DE 1/2 PULG,100.0,2021-05-05 00:00:00,2023-10-03 00:00:00,FERRETERIA,Correspondencia univoca
P002964,1,1,PLASTICO NEGRO,100.0,2021-02-03 00:00:00,2023-07-19 00:00:00,FERRETERIA,Correspondencia univoca
P002966,1,1,PLASTICO DE EMBALAJE TRANSPARENTE,100.0,2021-08-04 00:00:00,2021-08-04 00:00:00,FERRETERIA,Correspondencia univoca
P002967,1,1,PINTURA JET 70MP GRIS NIEBLA 1680,100.0,2021-11-04 00:00:00,2023-08-01 00:00:00,PINTURAS,Correspondencia univoca
P002968,1,1,PINTURA OCEAN JET ANTIFOULING ROJO 1033,100.0,2022-04-20 00:00:00,2023-07-21 00:00:00,PINTURAS,Correspondencia univoca
P002973,1,1,"PINTURA OCEAN JET ANTIFOULING, ROJO 2010",100.0,2021-05-07 00:00:00,2021-05-10 00:00:00,PINTURAS,Correspondencia univoca
P002974,1,1,"PINTURA OCEAN JET ANTIFOULING, ROJO 1033",100.0,2021-05-07 00:00:00,2021-05-10 00:00:00,PINTURAS,Correspondencia univoca
P002976,1,1,ALAMBRE # 18 GALVANIZADO,100.0,2021-11-04 00:00:00,2021-11-04 00:00:00,FERRETERIA,Correspondencia univoca
P002980,1,1,RODAMIENTO 6309 2RSR-C3,100.0,2022-04-01 00:00:00,2022-04-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002984,1,1,BATERIA BOSCH S3 N200 HD 1800 20H CAPACIT 205 AH. 12V/N200 HD RESERV. CAP. 420M,100.0,2021-04-13 00:00:00,2023-08-10 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P002985,2,2,"DISCO DE ESMERIL DE BANCO DE 7"" X 1"" X 1 1/4"" NORTON",80.0,2021-06-18 00:00:00,2023-08-07 00:00:00,FERRETERIA,Variacion textual normalizable
P002988,1,1,ACEITE POLYOL ESTER COMPRESSOR OIL 68 PARA AIRE ACONDICIONADO,100.0,2022-10-11 00:00:00,2022-10-11 00:00:00,ACEITE,Correspondencia univoca
P002989,2,2,VALVULA DE MARIPOSA NIBCO 250 LD3122 2 1/2,50.0,2022-02-22 00:00:00,2023-01-09 00:00:00,FERRETERIA,Codigo ambiguo
P002990,1,1,BANDA TIPO B-40 PARA VENTILADOR DEL AIRE ACONDICIONADO,100.0,2021-06-14 00:00:00,2022-11-15 00:00:00,FERRETERIA,Correspondencia univoca
P002991,1,1,FOCOS E-27 DE 100 WATTS 220V,100.0,2023-06-02 00:00:00,2023-06-02 00:00:00,FERRETERIA,Correspondencia univoca
P002993,1,1,VARILLA REDONDA LISA DE ACERO INOXIDABLE DE 6MM (1/4),100.0,2022-05-06 00:00:00,2022-05-06 00:00:00,FERRETERIA,Correspondencia univoca
P002999,1,1,GRASA MULTIPROPOSITO (PARA CHASIS) EP-2,100.0,2021-03-16 00:00:00,2022-07-05 00:00:00,ACEITE,Correspondencia univoca
P003009,1,1,RODAMIENTO 6322 - C3,100.0,2021-11-09 00:00:00,2021-11-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003015,1,1,"AISLANTE CINTA AUTOADHESIVA FOIL ALUM 3"" X 40 MTS",100.0,2021-02-04 00:00:00,2021-02-04 00:00:00,FERRETERIA,Correspondencia univoca
P003021,1,1,BUSHING DE BRONCE DE 3/4 PULG A 1/2 PULG,100.0,2021-02-09 00:00:00,2021-02-09 00:00:00,FERRETERIA,Correspondencia univoca
P003027,1,1,RETENEDOR 115X145X14 P/COMBUSTIBLE,100.0,2021-04-08 00:00:00,2022-05-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003029,2,2,CEPILLO DE MANO CON CERDAS DE BRONCE,87.5,2021-03-05 00:00:00,2023-10-10 00:00:00,"FERRETERIA, REPUESTOS MECANICOS",Variacion textual normalizable
P003030,1,1,TUERCA DE ACERO INOX DE M16,100.0,2023-06-20 00:00:00,2023-06-20 00:00:00,FERRETERIA,Correspondencia univoca
P003031,1,1,TUERCA DE ACERO INOX DE 1/2 PULG,100.0,2023-06-20 00:00:00,2023-08-10 00:00:00,FERRETERIA,Correspondencia univoca
P003032,1,1,TUERCA DE ACERO INOX DE 5/8 PULG,100.0,2023-08-10 00:00:00,2023-11-13 00:00:00,FERRETERIA,Correspondencia univoca
P003033,1,1,TERMINAL COMPRESION LARGO # 1/0,100.0,2023-12-07 00:00:00,2023-12-07 00:00:00,FERRETERIA,Correspondencia univoca
P003034,1,1,VARILLA REDONDA ROSCADA DE ACERO INOX. DE 1/2 PULG,100.0,2022-04-20 00:00:00,2022-04-20 00:00:00,FERRETERIA,Correspondencia univoca
P003036,1,1,EMPAQUE DE NEOPRENO Y NYLON DE 1/8 PULG,100.0,2023-12-04 00:00:00,2023-12-04 00:00:00,FERRETERIA,Correspondencia univoca
P003037,1,1,EMPAQUE SINTETICO GRAFITADO DE 1/8 PULG,100.0,2022-09-12 00:00:00,2022-09-12 00:00:00,FERRETERIA,Correspondencia univoca
P003038,1,1,EMPAQUE DE LINO TEFLON DE 19MM (3/4 PULG),100.0,2021-03-03 00:00:00,2021-03-03 00:00:00,FERRETERIA,Correspondencia univoca
P003039,3,3,PINTURA JET ALKYD HP VERDE GN-6 OSHA 1499,44.44,2021-02-10 00:00:00,2023-08-04 00:00:00,"FERRETERIA, FILTROS, PINTURAS",Codigo ambiguo
P003040,1,1,SOLDADURA DE ACERO INOXIDABLE 1/8,100.0,2022-03-10 00:00:00,2022-03-10 00:00:00,FERRETERIA,Correspondencia univoca
P003041,2,2,MANOMETRO DE 2 1/2 PULG CON GLICERINA (0-25 BAR) (0-400 PSI),66.67,2023-02-17 00:00:00,2023-08-04 00:00:00,FERRETERIA,Codigo ambiguo
P003042,1,1,TAPON HEMBRA GALV. 1/4 PULG,100.0,2023-07-10 00:00:00,2023-07-10 00:00:00,FERRETERIA,Correspondencia univoca
P003044,1,1,TEMPORIZADOR ON DELAY 3-300S 24-240 AC/DC,100.0,2022-04-05 00:00:00,2022-04-05 00:00:00,FERRETERIA,Correspondencia univoca
P003046,1,1,GRILLETE DESARMABLE KENTER 1 7/16 PULG (36MM) (CANDADO DE ACERO),100.0,2022-01-13 00:00:00,2022-05-03 00:00:00,FERRETERIA,Correspondencia univoca
P003047,1,1,EMPAQUE SINTETICO GRAFITADO DE 1/32 PULG,100.0,2021-11-10 00:00:00,2021-11-10 00:00:00,FERRETERIA,Correspondencia univoca
P003048,1,1,LLAVE PARA LAVAMANOS FV,100.0,2021-08-02 00:00:00,2021-08-02 00:00:00,FERRETERIA,Correspondencia univoca
P003051,1,1,PASTA SILICON PERMATEX AZUL (85 GR.),100.0,2023-08-01 00:00:00,2023-08-01 00:00:00,FERRETERIA,Correspondencia univoca
P003052,1,1,PASTA SELLADOR PERMATEX FORM A GASKET SEALANT # 2 (80ML),100.0,2022-09-06 00:00:00,2023-12-04 00:00:00,FERRETERIA,Correspondencia univoca
P003053,1,1,PASTA SILICON PERMATEX ULTRA COPPER (85 GR.),100.0,2021-05-07 00:00:00,2021-09-01 00:00:00,FERRETERIA,Correspondencia univoca
P003054,1,1,LIQUIDO SELLADOR FORM-A-GASKET SEALANT LIQUID (118 ML),100.0,2021-03-03 00:00:00,2023-09-13 00:00:00,FERRETERIA,Correspondencia univoca
P003057,1,1,BREAKER 2 POLOS 10A 110V,100.0,2021-09-09 00:00:00,2021-09-09 00:00:00,FERRETERIA,Correspondencia univoca
P003058,1,1,RODAMIENTO 6208 2RS,100.0,2021-11-09 00:00:00,2022-01-21 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003066,1,1,TAPONES DE 1 PULG DE ACERO INOXIDABLE (MACHO),100.0,2022-03-03 00:00:00,2023-09-01 00:00:00,FERRETERIA,Correspondencia univoca
P003067,1,1,SIKAFLEX (METALMAL),100.0,2023-08-04 00:00:00,2023-08-04 00:00:00,FERRETERIA,Correspondencia univoca
P003069,1,1,PLANCHA DE PLYWOOD TRIPLEX MARINO 4X8X12MM,100.0,2021-03-03 00:00:00,2021-03-03 00:00:00,FERRETERIA,Correspondencia univoca
P003071,1,1,PRESOSTATO DANFOSS 4-40 BAR DIFERENCIAL 1-10 BAR KPS 45,100.0,2023-02-02 00:00:00,2023-02-02 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003072,3,3,PRESOSTATO DANFOSS 0-3.5 BAR DIFERENCIAL 0.2 BAR KPS 33,33.33,2021-01-05 00:00:00,2023-02-02 00:00:00,"FERRETERIA, REPUESTOS MECANICOS",Codigo ambiguo
P003073,2,2,RODAMIENTO 6316-2RSRC3,66.67,2021-02-02 00:00:00,2021-11-15 00:00:00,REPUESTOS MECANICOS,Codigo ambiguo
P003075,1,1,"NUDO UNIVERSAL IMPACTO 1""",100.0,2022-04-22 00:00:00,2022-04-22 00:00:00,FERRETERIA,Correspondencia univoca
P003077,1,1,PLUNGER BROCK ASSY (COD. 726634-51600),100.0,2021-03-09 00:00:00,2021-03-09 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003078,2,2,PISTON RING SET (COD. 726650-22502),50.0,2021-03-09 00:00:00,2021-05-10 00:00:00,"FERRETERIA, REPUESTOS MECANICOS",Codigo ambiguo
P003082,1,1,VALVULA DE ACERO INOX. CIERRE RAPIDO DE 1/2 PULG,100.0,2021-12-03 00:00:00,2023-01-09 00:00:00,FERRETERIA,Correspondencia univoca
P003085,1,1,"PALANCA DE FUERZA 1/2""",100.0,2022-05-20 00:00:00,2022-05-20 00:00:00,FERRETERIA,Correspondencia univoca
P003087,2,2,EMPAQUE CAUCHO Y LONA 1/4 PULG,80.0,2021-02-02 00:00:00,2023-07-10 00:00:00,FERRETERIA,Variacion textual normalizable
P003088,1,1,ANILLO PLANO GALV. M12,100.0,2021-02-02 00:00:00,2021-02-02 00:00:00,FERRETERIA,Correspondencia univoca
P003089,1,1,PINTURA JET 70 MP NEGRO 1725,100.0,2021-03-12 00:00:00,2023-11-13 00:00:00,PINTURAS,Correspondencia univoca
P003095,1,1,LUBRICANTE SUPER DIESEL PLUS 40 CF/CF II 5GL (EP),100.0,2021-01-06 00:00:00,2022-02-22 00:00:00,ACEITE,Correspondencia univoca
P003096,1,1,LUBRICANTE SUPER DIESEL PLUS 40 CF/CF II 1TQ (EP),100.0,2021-02-11 00:00:00,2022-12-01 00:00:00,ACEITE,Correspondencia univoca
P003097,2,2,LUBRICANTE TURBO DIESEL 15W40 CI-4/SL 5GL (EP),50.0,2021-04-05 00:00:00,2022-02-22 00:00:00,"ACEITE, REPUESTOS MECANICOS",Codigo ambiguo
P003098,1,1,LUBRICANTE TURBO DIESEL 15W40 CI-4/SL 1TQ (EP),100.0,2021-03-19 00:00:00,2022-02-02 00:00:00,ACEITE,Correspondencia univoca
P003100,3,3,TERMOMETRO DE ACEITE ROJO DE 20 A 110° C,60.0,2021-05-10 00:00:00,2023-02-17 00:00:00,FERRETERIA,Codigo ambiguo
P003103,2,2,ANTENA OMNIDIRECCIONAL PARA TELEVISION,66.67,2022-03-17 00:00:00,2023-05-03 00:00:00,"FERRETERIA, REPUESTOS MECANICOS",Codigo ambiguo
P003109,2,2,FOCO MINI LED 5-100W 86-265V-E27,50.0,2021-08-10 00:00:00,2023-06-13 00:00:00,FERRETERIA,Codigo ambiguo
P003113,1,1,CODO DE 1/2 PULGADA PLASTICO PLASTIGAMA PESADO,100.0,2023-06-13 00:00:00,2023-06-13 00:00:00,FERRETERIA,Correspondencia univoca
P003122,1,1,TERMINAL T/JACK MACHO P/CABLE NUM 10,100.0,2023-06-06 00:00:00,2023-06-06 00:00:00,FERRETERIA,Correspondencia univoca
P003126,1,1,REFLECTOR TIPO LED 25W 24V,100.0,2022-09-19 00:00:00,2022-09-19 00:00:00,FERRETERIA,Correspondencia univoca
P003130,1,1,TERMOMETRO INFRARROJO 550°C FLUKE 561,100.0,2022-05-20 00:00:00,2022-05-20 00:00:00,FERRETERIA,Correspondencia univoca
P003135,1,1,"NEPLO ADAPTADOR MP-MP 1/2"" X 1/4""",100.0,2022-10-07 00:00:00,2022-10-07 00:00:00,FERRETERIA,Correspondencia univoca
P003140,1,1,PERNO DE ACERO INOX. DE M16 X 100MM,100.0,2023-01-04 00:00:00,2023-01-04 00:00:00,FERRETERIA,Correspondencia univoca
P003147,1,1,ABRAZADERA EO POLIPROPILENO 8MM COD. RAP108X,100.0,2022-04-04 00:00:00,2022-04-04 00:00:00,FERRETERIA,Correspondencia univoca
P003148,1,1,ABRAZADERA EO POLIPROPILENO 9.5MM COD. RAP109.5X,100.0,2022-04-04 00:00:00,2022-04-04 00:00:00,FERRETERIA,Correspondencia univoca
P003149,1,1,TIRA DE PLACAS DE 10 PIEZAS PARA ABRAZADERA POLIPROPILENO COD. APRA1X,100.0,2022-04-04 00:00:00,2022-04-04 00:00:00,FERRETERIA,Correspondencia univoca
P003150,1,1,SERIE DE PLACA SUPERIOR PARA ABRAZADERA POLIPROPILENO COD. DPA1X,100.0,2022-04-04 00:00:00,2022-04-04 00:00:00,FERRETERIA,Correspondencia univoca
P003151,1,1,"PERNO HEXAGONAL M6X30 PARA ABRAZADERA POLIPROPILENO COD. SSLA0X, SSLA1X",100.0,2022-04-04 00:00:00,2022-04-04 00:00:00,FERRETERIA,Correspondencia univoca
P003153,1,1,CEPILLO DE MANO CON CERDAS DE BRONCE,100.0,2021-05-13 00:00:00,2023-07-12 00:00:00,FERRETERIA,Correspondencia univoca
P003154,2,2,TUERCA DE ACERO INOX DE M16,66.67,2021-05-21 00:00:00,2021-08-17 00:00:00,FERRETERIA,Codigo ambiguo
P003156,1,1,TUERCA DE ACERO INOX DE 5/8 PULG,100.0,2021-06-04 00:00:00,2021-06-04 00:00:00,FERRETERIA,Correspondencia univoca
P003157,2,2,VARILLA REDONDA ROSCADA DE ACERO INOX. DE 3/4 PULG,50.0,2021-05-21 00:00:00,2023-12-04 00:00:00,FERRETERIA,Codigo ambiguo
P003161,1,1,ACOPLE MACHO PARA MANGUERA DE AIRE DE 1/2 PULG,100.0,2021-02-04 00:00:00,2022-08-03 00:00:00,FERRETERIA,Correspondencia univoca
P003162,1,1,ACOPLE HEMBRA PARA MANGUERA DE AIRE DE 1/2 PULG,100.0,2021-02-04 00:00:00,2022-06-15 00:00:00,FERRETERIA,Correspondencia univoca
P003164,1,1,AMORTIGUADOR DE CAUCHO P/ACOPLE LOVEJOY L-150,100.0,2021-06-08 00:00:00,2021-06-08 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003171,1,1,TEMPLADOR BANDA CUMMINS,100.0,2021-05-03 00:00:00,2023-08-14 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003175,1,1,MAIN METAL (COD. E280700020B),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003180,1,1,O-RING PISTON BODY (COD. E285100250A),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003181,1,1,"TAB WASHER, CROWN BOLT (COD. E285100270Z)",100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003182,1,1,DISTANCE PIECE 13X12 (COD. E285100280A),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003183,1,1,SPECIAL U-NUT M12X1.75 (COD. E285100290Z),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003184,1,1,BOLT M12X1.75X28 (COD. X200012028ZZ),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003189,1,1,LUBRICANTE TURBO DIESEL 15W40 CJ-4/SL 1TQ (EP),100.0,2022-05-18 00:00:00,2022-05-18 00:00:00,ACEITE,Correspondencia univoca
P003193,1,1,O RING:44.7X2.4 (COD E285650290A),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003194,1,1,O RING (0) 30X6.5 (COD Z560003065ZZ),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003195,2,2,SIFON 50MM PVC,50.0,2022-02-11 00:00:00,2022-11-01 00:00:00,"FERRETERIA, REPUESTOS MECANICOS",Codigo ambiguo
P003196,1,1,GASKET (0) 27 ( COD Z565002700ZZ),100.0,2023-04-28 00:00:00,2023-04-28 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003197,1,1,RUBBER SEAL 1670 (COD E286300160Z),100.0,2021-01-26 00:00:00,2021-01-26 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003198,1,1,GASKET HOLDER GUIDE (COD E285650320Z),100.0,2021-01-26 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003199,1,1,O RING EXHAUST VALVE SEAT (COD E325800180C (E32580018A)),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003200,1,1,EXHAUST VALVE CAGE ORING (COD E285800310Z),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003201,1,1,O RING (2)4DG-100 (COD Z560210031DZ),100.0,2022-11-01 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003205,1,1,GASKET (COD E246402200Z),100.0,2021-01-26 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003206,1,1,O RING ( COD E266452150A),100.0,2021-01-26 00:00:00,2022-11-01 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003207,2,2,SPRING PLUNGER (COD E266452170A),50.0,2021-01-26 00:00:00,2022-11-01 00:00:00,"MATERIALES DE LIMPIEZA, REPUESTOS MECANICOS",Codigo ambiguo
P003211,1,1,BELLOWS : 100AX128 (COD E26218011A),100.0,2023-04-28 00:00:00,2023-04-28 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003212,1,1,"GASKET (1), EXHAUST MANIFOLD ( COD E282100170A)",100.0,2023-04-28 00:00:00,2023-04-28 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003213,1,1,"GASKET (2), EXHAUST MANIFOLD ( COD E282100180A)",100.0,2023-04-28 00:00:00,2023-04-28 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003214,1,1,"GASKET (3), EX.MANIFOLD ( COD E262180160Z)",100.0,2023-04-28 00:00:00,2023-04-28 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003215,1,1,SPECIAL NUT M10 (COD E282100220A),100.0,2023-04-28 00:00:00,2023-04-28 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003216,1,1,BOLT(0) 18X2.5X40-SUS (COD X200018040DZ),100.0,2023-04-28 00:00:00,2023-04-28 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003222,1,1,OPTICAL SMOKE DETECTOR MR 60IM,100.0,2021-08-11 00:00:00,2021-08-11 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003225,1,1,L.O. ADJUSTING SCREW (COD E265900110Z),100.0,2021-01-26 00:00:00,2021-01-26 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003226,1,1,NUT(3)6X1.0 (COD X220306000ZZ),100.0,2021-01-26 00:00:00,2021-01-26 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003227,1,1,NUT(3)16X2.0 (COD X220316000ZZ),100.0,2021-01-26 00:00:00,2021-01-26 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003229,1,1,ACOPLE DE FRENO AIRFLEX 14CB400 (P/N. 142087KH),100.0,2021-02-05 00:00:00,2021-11-16 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003230,1,1,ROTORSEAL B3 STANDARD (P/N. 145106BQ),100.0,2021-02-05 00:00:00,2021-11-16 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003238,1,1,ALTERNADOR DE 12V P/GENERADOR CUMMINS CPL-2218,100.0,2021-04-07 00:00:00,2021-04-07 00:00:00,REPUESTOS MECANICOS,Correspondencia univoca
P003244,1,1,ACEITE LUBRICANTE ISO 15W40,100.0,2021-06-18 00:00:00,2023-09-21 00:00:00,ACEITE,Correspondencia univoca
