Nivel,Serie,Mes,Real,Pred_RandomForest,Pred_GradientBoosting,Pred_SuavizadoExponencial,Pred_Prophet,Pred_Naive
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-02,1000.0,2571.0227238095235,1511.5572150503144,4611.947879344458,4685.851647238584,420.0
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-03,8894.0,4227.585342857142,4512.737105462315,3967.722792241124,4002.3209256666937,1000.0
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-04,40066.82,3613.6309802380956,4676.660072406694,4801.8490465952855,4843.331268258241,8894.0
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-05,92118.98,24066.574653333333,35422.856616192985,9164.56253442129,10845.500320519954,40066.82
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-06,8029.429999999999,67207.59753333344,91699.04560015495,135431.58380784412,-19750.897840782574,92118.98
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-07,29413.55,32015.18506607144,27248.451823827287,17615.54583208569,-18085.773230463463,8029.429999999999
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-08,2760.0,34515.36032499998,35676.51765211622,26715.369265425983,-458617.77091438184,29413.55
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-09,1250.0,14387.03876473305,15432.490783902635,20076.13130319013,-176629.15997686124,2760.0
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-11,2834.5,10723.188349571263,3346.20002017371,19853.2336857757,47775.21295544203,1250.0
NAVE_CATEGORIA,NAVE_010 | SERVICIOS DE MANTENIMIENTO,2024-12,392.4,11791.425790753967,6535.854213715312,17848.065620370493,26061.2238014727,2834.5
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-01,99.0,11839.786999999995,16620.73969146595,11333.336291361356,12861.015884817416,4148.25
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-02,13537.0,7918.9367208333315,5475.152292000706,-8331.064816698696,7247.531497178265,99.0
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-03,37648.24,6798.3372899999995,6120.28005302039,19547.181649512775,87979.86626557348,13537.0
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-04,60187.16,17508.071023809516,22522.32007085452,26663.72031906257,-3457.2132585516356,37648.24
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-05,47018.52,40097.31933047623,55195.219793968805,50735.05572263346,-13451.652162636688,60187.16
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-06,56086.74999999999,47154.2913,47138.21662830365,52679.6390333964,-11767.316608806432,47018.52
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-07,16840.0,47966.925419999985,47210.78510596732,49795.8612886522,-27947.426866522623,56086.74999999999
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-08,120.0,30467.47688939394,20327.29766739918,23869.012728654667,11609.549945816178,16840.0
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-09,5825.0,14063.623512698412,4906.334342049568,4014.775403539913,36459.98589164288,120.0
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-10,2015.4,21424.06205414863,24820.437769450145,-1093.864358574121,37409.271115681215,5825.0
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-11,10368.69,19601.48092680737,16435.83127352484,15015.380056748923,58943.243284549346,2015.4
NAVE_CATEGORIA,NAVE_011 | SERVICIOS DE MANTENIMIENTO,2024-12,8233.19,6012.300555185809,2027.055267476123,-4679.01158782272,48174.04508465815,10368.69
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-01,750.0,6268.394849999991,2276.38308567339,5113.162294177082,2755.618068457206,463.0
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-02,2287.13,7328.277449999998,1736.999666914034,4743.6199222263685,2324.9703051812276,750.0
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-03,591.0,1485.3446,1120.5928546049374,4765.871575054888,2262.4721592157043,2287.13
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-04,200.0,2779.4799999999996,2111.9463473632118,4454.051427805632,1946.4108489288865,591.0
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-05,587.84,20051.85905000005,28523.17585649398,4130.5247592388505,1562.4108267577412,200.0
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-06,13407.6,15076.828950000001,14383.212073634815,3974.4787276617335,1281.9218919844195,587.84
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-07,1182.0,3103.0093499999966,2398.2598280144994,5539.907195445839,3099.659782081274,13407.6
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-08,250.0,2265.861849999999,1295.1036297294283,-1793.1819431873462,-32727.856664755876,1182.0
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-09,1650.15,1218.2135499999995,-199.49203844364897,-769.3036178693324,2447.448071951554,250.0
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-10,1220.0,1362.78055,899.2393803303497,401.0172685248299,16095.908138436233,1650.15
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-11,1485.0,1083.2742,940.017055453904,-184.19143482365143,5744.146490968963,1220.0
NAVE_CATEGORIA,NAVE_013 | SERVICIOS DE MANTENIMIENTO,2024-12,1804.16,1161.69565,1456.2776173499917,-716.1623689886242,-427.83702590544135,1485.0
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-01,360.0,1938.7598666666665,1010.7619698065325,6407.280271962139,6561.082130591831,1604.0
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-02,750.0,2822.105366666665,589.9352859405446,5763.690221421646,5697.32943734821,360.0
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-03,45.0,20482.685944444504,24187.347937654962,5266.052144228878,4940.959825771451,750.0
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-04,2820.0,7723.670233333336,10052.763185527048,4727.9566124564135,4207.38180479881,45.0
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-05,150.0,2261.198663492062,1068.6249151894544,4620.421942174611,4037.03036635995,2820.0
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-08,842.05,5319.591568333348,7779.587562008496,3761.992897745368,-71907.99495246675,150.0
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-10,5672.73,8739.000009523828,7072.423784716691,34240.56251762649,1360.6891356915785,842.05
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-11,2187.17,2964.7512087662317,1226.2062634107563,2622.787749089375,9490.561889947083,5672.73
NAVE_CATEGORIA,NAVE_014 | SERVICIOS DE MANTENIMIENTO,2024-12,462.7,1581.7239786507914,1755.6013841219278,-1123.1960975561246,-18062.015066641925,2187.17
