FilasOriginales,DuplicadosExcluidos,AnulacionesVerificadas,CategoriasExcluidas,OtrasExclusionesJustificadas,FilasDepuradas,CostoBrutoUSD,CostoDuplicadosExcluidosUSD,EfectoAnulacionesUSD,CostoCategoriasExcluidasUSD,EfectoOtrasExclusionesUSD,CostoDepuradoUSD,CostoDepuradoCalculadoUSD
21660,250,0,2631,0,18779,22447699.56,572378.23,0.0,920774.48,0.0,20954546.84,20954546.84
