FechaCont,ItemCode,Quantity,PrecioUnitario,SubTotal,CostoCalculado,DiferenciaCosto,ErrorAbsolutoCosto,ErrorRelativoCosto,ClasificacionDiferenciaMonetaria
2025-07-01,PS00006,1.0,,745508.82,,,,,No evaluable
2024-08-23,PS00006,1.0,,579869.14,,,,,No evaluable
2023-12-05,PS00006,1.0,274364.2,274364.2,274364.2,0.0,0.0,0.0,Coincidencia exacta
2023-12-01,P008018,1.0,192850.0,214063.5,192850.0,21213.5,21213.5,0.0990990990990991,Diferencia material
2023-12-01,PS00009,1.0,192850.0,208278.0,192850.0,15428.0,15428.0,0.07407407407407407,Diferencia material
2023-02-24,P007099,1.0,199750.0,205742.5,199750.0,5992.5,5992.5,0.02912621359223301,Diferencia menor
2023-04-14,PS00006,1.0,186312.92,186312.92,186312.92,0.0,0.0,0.0,Coincidencia exacta
2024-07-10,PS00006,1.0,,160040.22,,,,,No evaluable
2023-10-02,PS00009,1.0,147500.0,147500.0,147500.0,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,PS00006,1.0,,147014.89,,,,,No evaluable
2024-05-23,PS00006,1.0,,137352.29,,,,,No evaluable
2023-12-08,PS00006,1.0,130476.47,130476.47,130476.47,0.0,0.0,0.0,Coincidencia exacta
2024-05-23,PS00006,1.0,,112384.04,,,,,No evaluable
2023-02-10,P005870,1.0,110827.0,110827.0,110827.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-22,P005870,1.0,110827.0,110827.0,110827.0,0.0,0.0,0.0,Coincidencia exacta
2024-09-03,PS00006,1.0,,109500.0,,,,,No evaluable
2024-09-03,PS00006,1.0,,109500.0,,,,,No evaluable
2024-09-03,PS00006,1.0,,109500.0,,,,,No evaluable
2024-02-21,PS00006,1.0,,108414.99,,,,,No evaluable
2024-05-29,303239,1.0,,106292.58,,,,,No evaluable
2023-06-29,P005737,1.0,102500.0,102500.0,102500.0,0.0,0.0,0.0,Coincidencia exacta
2024-10-22,PS00006,1.0,,96250.0,,,,,No evaluable
2024-07-03,PS00006,1.0,,96250.0,,,,,No evaluable
2023-07-25,P008018,1.0,80000.0,88800.0,80000.0,8800.0,8800.0,0.0990990990990991,Diferencia material
2023-07-25,P008018,1.0,80000.0,88800.0,80000.0,8800.0,8800.0,0.0990990990990991,Diferencia material
2024-05-20,PS00006,1.0,,86059.63,,,,,No evaluable
2023-11-13,P008187,32.0,2452.15,85530.99,78468.8,7062.190000000002,7062.190000000002,0.08256878588684642,Diferencia material
2023-11-13,P008178,4.0,19326.97,84265.59,77307.88,6957.709999999992,6957.709999999992,0.08256881604935054,Diferencia material
2024-09-20,PS00006,1.0,,83495.9,,,,,No evaluable
2025-06-01,PS00006,1.0,,81863.95,,,,,No evaluable
2023-11-13,PS00012,1.0,75060.4,81815.84,75060.4,6755.440000000002,6755.440000000002,0.08256885219292502,Diferencia material
2023-11-13,P008190,32.0,2340.68,81642.92,74901.76,6741.1600000000035,6741.1600000000035,0.08256882531883969,Diferencia material
2023-11-13,PS00012,1.0,73795.0,80436.55,73795.0,6641.550000000003,6641.550000000003,0.08256880733944957,Diferencia material
2022-12-20,P005851,1.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,PS00006,1.0,,72125.93,,,,,No evaluable
2025-07-01,PS00006,1.0,,72125.93,,,,,No evaluable
2024-10-09,PS00006,1.0,,69916.4,,,,,No evaluable
2024-05-20,PS00006,1.0,,68693.88,,,,,No evaluable
2024-09-03,PS00006,1.0,,65197.0,,,,,No evaluable
2023-11-13,P008187,24.0,2418.76,63274.76,58050.240000000005,5224.519999999997,5224.519999999997,0.0825687841407853,Diferencia material
2021-08-23,P004909,4.0,13150.0,62594.0,52600.0,9994.0,9994.0,0.15966386554621848,Diferencia material
2022-01-14,PS00012,1.0,61233.1,61233.1,61233.1,0.0,0.0,0.0,Coincidencia exacta
2023-11-13,P008190,24.0,2308.8585,60399.73,55412.60399999999,4987.126000000011,4987.126000000011,0.0825686803566839,Diferencia material
2024-10-04,PS00006,1.0,,59753.18,,,,,No evaluable
2022-07-22,PS00012,1.0,57320.64,57320.64,57320.64,0.0,0.0,0.0,Coincidencia exacta
2023-11-13,PS00006,1.0,52000.0,56680.0,52000.0,4680.0,4680.0,0.08256880733944955,Diferencia material
2022-07-22,PS00012,1.0,53207.43,53207.43,53207.43,0.0,0.0,0.0,Coincidencia exacta
2024-08-12,PS00006,1.0,,52990.7,,,,,No evaluable
2021-08-23,P004909,4.0,13150.0,52600.0,52600.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-16,P006617,1.0,49040.0,49040.0,49040.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-24,P005757,1.0,49040.0,49040.0,49040.0,0.0,0.0,0.0,Coincidencia exacta
2023-09-26,P007848,2.0,22082.14,48580.71,44164.28,4416.43,4416.43,0.09090912833509433,Diferencia material
2022-07-22,PS00006,1.0,44813.0,44813.0,44813.0,0.0,0.0,0.0,Coincidencia exacta
2022-07-22,PS00006,1.0,44813.0,44813.0,44813.0,0.0,0.0,0.0,Coincidencia exacta
2023-07-06,P007262,2.0,20473.0,42993.3,40946.0,2047.300000000003,2047.300000000003,0.047619047619047686,Diferencia menor
2023-07-02,P007958,1.0,42250.00008,42250.0,42250.00008,-7.999999797903001e-05,7.999999797903001e-05,1.8934910764267457e-09,Coincidencia exacta
2024-10-21,PS00006,1.0,,39615.0,,,,,No evaluable
2022-06-20,PS00006,1.0,35550.0,39105.0,35550.0,3555.0,3555.0,0.09090909090909091,Diferencia material
2023-11-13,P008224,4.0,8934.64,38955.03,35738.56,3216.470000000001,3216.470000000001,0.08256879791903642,Diferencia material
2022-10-06,P005587,1.0,38750.0,38750.0,38750.0,0.0,0.0,0.0,Coincidencia exacta
2022-12-19,P004408,1.0,37560.0,38686.8,37560.0,1126.800000000003,1126.800000000003,0.029126213592233084,Diferencia menor
2021-10-22,PS00006,1.0,38507.13,38507.13,38507.13,0.0,0.0,0.0,Coincidencia exacta
2023-09-01,P007865,1.0,35500.0,35500.0,35500.0,0.0,0.0,0.0,Coincidencia exacta
2021-09-13,P005266,1.0,34700.0,34700.0,34700.0,0.0,0.0,0.0,Coincidencia exacta
2024-07-08,302578,10.0,,32770.15,,,,,No evaluable
2023-11-13,PS00006,1.0,30000.0,32700.0,30000.0,2700.0,2700.0,0.08256880733944955,Diferencia material
2021-01-19,PS00006,1.0,26300.0,32349.0,26300.0,6049.0,6049.0,0.18699186991869918,Diferencia material
2021-08-06,P005220,10.0,263.03,31266.3761,2630.2999999999997,28636.076100000002,28636.076100000002,0.915874484731219,Posible error
2025-03-01,PS00006,1.0,,31250.0,,,,,No evaluable
2025-06-01,PS00006,1.0,,30899.78,,,,,No evaluable
2023-09-20,PS00006,1.0,30052.87,30052.87,30052.87,0.0,0.0,0.0,Coincidencia exacta
2023-02-10,PS00006,1.0,29000.0,29000.0,29000.0,0.0,0.0,0.0,Coincidencia exacta
2023-06-29,PS00006,1.0,29000.0,29000.0,29000.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-22,PS00006,1.0,29000.0,29000.0,29000.0,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,PS00006,1.0,,28908.0,,,,,No evaluable
2022-04-21,PS00009,1.0,28664.0,28664.0,28664.0,0.0,0.0,0.0,Coincidencia exacta
2023-09-22,PS00006,1.0,28500.0,28500.0,28500.0,0.0,0.0,0.0,Coincidencia exacta
2024-09-03,PS00006,1.0,,28000.0,,,,,No evaluable
2023-12-08,PS00006,1.0,27725.45,27725.45,27725.45,0.0,0.0,0.0,Coincidencia exacta
2024-12-10,PS00006,1.0,,27158.86,,,,,No evaluable
2025-02-01,PS00006,1.0,,26586.4,,,,,No evaluable
2024-05-15,PS00006,1.0,,26400.0,,,,,No evaluable
2023-05-10,P005926,640.0,41.0,26240.0,26240.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-01,PS00009,1.0,25833.2,25833.2,25833.2,0.0,0.0,0.0,Coincidencia exacta
2022-07-22,PS00006,1.0,25685.39,25685.39,25685.39,0.0,0.0,0.0,Coincidencia exacta
2023-11-13,P007912,32.0,719.81,25106.97,23033.92,2073.050000000003,2073.050000000003,0.0825687050249394,Diferencia material
2025-06-01,PS00006,1.0,,25000.0,,,,,No evaluable
2025-06-01,PS00006,1.0,,25000.0,,,,,No evaluable
2021-03-17,PS00009,1.0,24995.0,24995.0,24995.0,0.0,0.0,0.0,Coincidencia exacta
2023-03-15,P007293,12.0,2041.91,24502.92,24502.920000000002,-3.637978807091713e-12,3.637978807091713e-12,1.4847123555444467e-16,Coincidencia exacta
2023-05-09,P007293,12.0,2041.91,24502.92,24502.920000000002,-3.637978807091713e-12,3.637978807091713e-12,1.4847123555444467e-16,Coincidencia exacta
2021-12-22,P005327,90.0,271.9,24471.0,24470.999999999996,3.637978807091713e-12,3.637978807091713e-12,1.4866490160155748e-16,Coincidencia exacta
2023-11-13,P008188,32.0,700.32,24427.16,22410.24,2016.9199999999983,2016.9199999999983,0.08256874724691689,Diferencia material
2023-10-23,PS00006,1.0,24000.0,24000.0,24000.0,0.0,0.0,0.0,Coincidencia exacta
2024-03-14,PS00006,1.0,,23981.53,,,,,No evaluable
2022-01-17,PS00006,1.0,23111.6,23111.6,23111.6,0.0,0.0,0.0,Coincidencia exacta
2024-10-29,302817,4.0,,22058.54,,,,,No evaluable
2021-04-28,P005147,1.0,21861.88,21861.88,21861.88,0.0,0.0,0.0,Coincidencia exacta
2021-09-09,P004907,3.0,7270.5833,21811.7499,21811.749900000003,-3.637978807091713e-12,3.637978807091713e-12,1.6678986435158572e-16,Coincidencia exacta
2023-11-13,P008228,24.0,827.18,21639.03,19852.32,1786.7099999999991,1786.7099999999991,0.08256885821591814,Diferencia material
2022-07-22,PS00006,1.0,21572.18,21572.18,21572.18,0.0,0.0,0.0,Coincidencia exacta
2024-05-31,PS00006,1.0,,21500.0,,,,,No evaluable
2023-10-25,PS00006,1.0,21400.0,21400.0,21400.0,0.0,0.0,0.0,Coincidencia exacta
2021-01-27,P004603,1.0,20905.8,20905.8,20905.8,0.0,0.0,0.0,Coincidencia exacta
2024-08-14,900573,548.0,,20824.0,,,,,No evaluable
2024-09-20,900517,20.0,,20824.0,,,,,No evaluable
2024-05-14,PS00006,1.0,,20672.0,,,,,No evaluable
2023-12-08,PS00006,1.0,20273.67,20273.67,20273.67,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,306132,2.0,,19962.0,,,,,No evaluable
2022-07-22,PS00012,1.0,19803.75,19803.75,19803.75,0.0,0.0,0.0,Coincidencia exacta
2023-12-08,PS00006,1.0,19629.7,19629.7,19629.7,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,306725,1.0,,19587.15,,,,,No evaluable
2025-08-01,306725,1.0,,19587.14,,,,,No evaluable
2024-06-27,PS00006,1.0,,19500.0,,,,,No evaluable
2024-03-21,PS00006,1.0,,19500.0,,,,,No evaluable
2023-05-08,P005950,1.0,19460.82,19460.82,19460.82,0.0,0.0,0.0,Coincidencia exacta
2023-07-18,PS00006,1.0,19000.0,19000.0,19000.0,0.0,0.0,0.0,Coincidencia exacta
2024-06-18,PS00006,1.0,,18800.0,,,,,No evaluable
2023-07-06,P007269,12.0,1487.0,18736.2,17844.0,892.2000000000007,892.2000000000007,0.04761904761904766,Diferencia menor
2024-02-19,PS00006,1.0,,18730.0,,,,,No evaluable
2021-07-14,PS00006,1.0,18722.0,18722.0,18722.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-13,P007912,24.0,711.01,18600.02,17064.239999999998,1535.7800000000025,1535.7800000000025,0.08256872842072226,Diferencia material
2023-05-22,P005871,7.0,2650.0,18550.0,18550.0,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,PS00006,1.0,,18392.0,,,,,No evaluable
2021-10-18,P005282,3.0,6115.0,18345.0,18345.0,0.0,0.0,0.0,Coincidencia exacta
2024-09-11,PS00006,1.0,,18330.31,,,,,No evaluable
2025-08-01,PS00006,1.0,,18287.5,,,,,No evaluable
2022-01-14,PS00006,1.0,18113.59,18113.59,18113.59,0.0,0.0,0.0,Coincidencia exacta
2023-06-26,P007706,12.0,1369.761667,18080.85,16437.140004,1643.7099959999978,1643.7099959999978,0.09090888957101009,Diferencia material
2024-05-13,PS00006,1.0,,18056.42,,,,,No evaluable
2025-01-01,PS00006,1.0,,17988.48,,,,,No evaluable
2024-08-07,PS00006,1.0,,17871.0,,,,,No evaluable
2023-10-31,P005725,6.0,2942.03,17652.18,17652.18,0.0,0.0,0.0,Coincidencia exacta
2023-04-03,P007375,1.0,17370.41,17370.41,17370.41,0.0,0.0,0.0,Coincidencia exacta
2023-06-26,P007703,12.0,1311.761667,17315.25,15741.140004,1574.1099959999992,1574.1099959999992,0.09090888066877459,Diferencia material
2022-11-01,P003175,7.0,2435.29,17047.03,17047.03,0.0,0.0,0.0,Coincidencia exacta
2023-11-20,P006633,1.0,17000.0,17000.0,17000.0,0.0,0.0,0.0,Coincidencia exacta
2022-09-05,P004907,3.0,5660.98,16982.94,16982.94,0.0,0.0,0.0,Coincidencia exacta
2024-02-20,PS00006,1.0,,16865.0,,,,,No evaluable
2025-06-01,PS00006,1.0,,16728.5,,,,,No evaluable
2023-04-27,PS00012,1.0,16700.02004,16700.02,16700.02004,-3.9999998989515007e-05,3.9999998989515007e-05,2.3952066518192798e-09,Coincidencia exacta
2023-03-22,PS00012,1.0,16700.0,16700.0,16700.0,0.0,0.0,0.0,Coincidencia exacta
2021-06-29,P005238,2.0,8320.0,16640.0,16640.0,0.0,0.0,0.0,Coincidencia exacta
2023-07-21,PS00006,1.0,16640.0,16640.0,16640.0,0.0,0.0,0.0,Coincidencia exacta
2022-01-05,PS00006,1.0,16532.63,16532.63,16532.63,0.0,0.0,0.0,Coincidencia exacta
2021-08-23,P004908,2.0,6900.0,16422.0,13800.0,2622.0,2622.0,0.15966386554621848,Diferencia material
2023-04-28,P006360,1.0,16000.0,16000.0,16000.0,0.0,0.0,0.0,Coincidencia exacta
2024-09-18,PS00006,1.0,,16000.0,,,,,No evaluable
2023-03-08,PS00013,1.0,15980.0,15980.0,15980.0,0.0,0.0,0.0,Coincidencia exacta
2021-11-05,PS00006,1.0,15900.0,15900.0,15900.0,0.0,0.0,0.0,Coincidencia exacta
2022-01-05,PS00006,1.0,15811.1,15811.1,15811.1,0.0,0.0,0.0,Coincidencia exacta
2022-04-07,PS00006,1.0,15746.4,15746.4,15746.4,0.0,0.0,0.0,Coincidencia exacta
2022-08-02,PS00006,1.0,15500.0,15500.0,15500.0,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,PS00006,1.0,,15500.0,,,,,No evaluable
2023-09-14,PS00006,1.0,14450.0,15461.5,14450.0,1011.5,1011.5,0.06542056074766354,Diferencia material
2023-09-14,PS00006,1.0,14450.0,15461.5,14450.0,1011.5,1011.5,0.06542056074766354,Diferencia material
2021-10-19,PS00012,1.0,15327.91,15327.91,15327.91,0.0,0.0,0.0,Coincidencia exacta
2023-07-21,P002968,145.0,105.0,15225.0,15225.0,0.0,0.0,0.0,Coincidencia exacta
2023-07-21,P002809,145.0,105.0,15225.0,15225.0,0.0,0.0,0.0,Coincidencia exacta
2025-05-01,305531,2.0,,15180.0,,,,,No evaluable
2023-10-31,P005726,12.0,1260.88,15130.56,15130.560000000001,-1.8189894035458565e-12,1.8189894035458565e-12,1.2021956910688411e-16,Coincidencia exacta
2023-09-18,PS00013,1.0,15070.58,15070.58,15070.58,0.0,0.0,0.0,Coincidencia exacta
2023-09-04,PS00006,1.0,15004.0,15004.0,15004.0,0.0,0.0,0.0,Coincidencia exacta
2023-05-09,PS00006,1.0,15000.0,15000.0,15000.0,0.0,0.0,0.0,Coincidencia exacta
2023-05-21,PS00006,1.0,14950.0,14950.0,14950.0,0.0,0.0,0.0,Coincidencia exacta
2022-11-01,P006630,1.0,14941.18,14941.18,14941.18,0.0,0.0,0.0,Coincidencia exacta
2023-01-13,P005866,10.0,1492.65,14926.5,14926.5,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,PS00006,1.0,,14902.5,,,,,No evaluable
2021-08-06,P005221,4.0,313.0,14882.524,1252.0,13630.524,13630.524,0.915874484731219,Posible error
2025-08-01,PS00006,1.0,,14850.0,,,,,No evaluable
2025-08-01,PS00006,1.0,,14850.0,,,,,No evaluable
2022-07-18,PS00006,1.0,14612.6,14612.6,14612.6,0.0,0.0,0.0,Coincidencia exacta
2023-11-16,P006619,1.0,14600.0,14600.0,14600.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-24,P005759,1.0,14600.0,14600.0,14600.0,0.0,0.0,0.0,Coincidencia exacta
2021-04-15,P004750,1.0,14580.0,14580.0,14580.0,0.0,0.0,0.0,Coincidencia exacta
2023-02-02,PS00006,1.0,14570.0,14570.0,14570.0,0.0,0.0,0.0,Coincidencia exacta
2021-11-04,P002810,202.0,72.0,14544.0,14544.0,0.0,0.0,0.0,Coincidencia exacta
2022-04-20,P002968,170.0,85.0,14450.0,14450.0,0.0,0.0,0.0,Coincidencia exacta
2021-09-06,P000346,6.0,2395.0,14370.0,14370.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-15,PS00006,1.0,14080.0,14080.0,14080.0,0.0,0.0,0.0,Coincidencia exacta
2023-04-11,P007360,1.0,14051.0,14051.0,14051.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-16,PS00006,1.0,14000.0,14000.0,14000.0,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,PS00006,1.0,,14000.0,,,,,No evaluable
2021-09-30,P005263,4.0,3475.0,13900.0,13900.0,0.0,0.0,0.0,Coincidencia exacta
2021-10-05,P005282,3.0,4615.0,13845.0,13845.0,0.0,0.0,0.0,Coincidencia exacta
2022-02-08,PS00006,1.0,13819.78,13819.78,13819.78,0.0,0.0,0.0,Coincidencia exacta
2021-01-04,P005458,2.0,6900.0,13800.0,13800.0,0.0,0.0,0.0,Coincidencia exacta
2021-08-23,P004908,2.0,6900.0,13800.0,13800.0,0.0,0.0,0.0,Coincidencia exacta
2022-06-21,P005458,2.0,6900.0,13800.0,13800.0,0.0,0.0,0.0,Coincidencia exacta
2021-05-10,P005196,310.0,44.0,13640.0,13640.0,0.0,0.0,0.0,Coincidencia exacta
2021-07-22,P003602,1.0,13500.0,13500.0,13500.0,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,306222,6.0,,13446.8,,,,,No evaluable
2025-08-01,306222,6.0,,13446.8,,,,,No evaluable
2024-07-24,PS00006,1.0,,13430.0,,,,,No evaluable
2022-08-30,PS00006,1.0,13341.49,13341.49,13341.49,0.0,0.0,0.0,Coincidencia exacta
2025-02-01,304763,2.0,,13320.27,,,,,No evaluable
2025-03-01,304763,2.0,,13320.27,,,,,No evaluable
2025-07-01,400074,8.0,,13250.0,,,,,No evaluable
2022-10-19,PS00006,1.0,13200.0,13200.0,13200.0,0.0,0.0,0.0,Coincidencia exacta
2023-05-18,PS00006,1.0,13200.0,13200.0,13200.0,0.0,0.0,0.0,Coincidencia exacta
2023-09-16,PS00012,1.0,13179.829992,13179.83,13179.829992,7.99999907030724e-06,7.99999907030724e-06,6.069880317354048e-10,Coincidencia exacta
2021-08-23,P004909,1.0,13150.0,13150.0,13150.0,0.0,0.0,0.0,Coincidencia exacta
2025-06-01,PS00006,1.0,,13140.0,,,,,No evaluable
2022-02-08,PS00006,1.0,13075.96,13075.96,13075.96,0.0,0.0,0.0,Coincidencia exacta
2022-04-14,P005545,4000.0,3.25,13000.0,13000.0,0.0,0.0,0.0,Coincidencia exacta
2022-09-19,P005545,4000.0,3.25,13000.0,13000.0,0.0,0.0,0.0,Coincidencia exacta
2025-08-01,305579,7.0,,12991.84,,,,,No evaluable
2025-06-01,PS00006,1.0,,12876.42,,,,,No evaluable
2023-07-04,PS00006,1.0,12800.16,12800.16,12800.16,0.0,0.0,0.0,Coincidencia exacta
2025-05-01,PS00006,1.0,,12660.0,,,,,No evaluable
2023-07-03,PS00008,1.0,12600.0,12600.0,12600.0,0.0,0.0,0.0,Coincidencia exacta
2023-02-16,PS00006,1.0,12500.0,12500.0,12500.0,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,PS00006,1.0,,12450.0,,,,,No evaluable
2022-11-22,PS00006,1.0,12420.0,12420.0,12420.0,0.0,0.0,0.0,Coincidencia exacta
2021-02-22,P001930,6.0,2054.0525,12324.315,12324.314999999999,1.8189894035458565e-12,1.8189894035458565e-12,1.4759355011177954e-16,Coincidencia exacta
2021-12-13,PS00006,1.0,12316.5,12316.5,12316.5,0.0,0.0,0.0,Coincidencia exacta
2023-09-13,PS00012,1.0,12260.49,12260.49,12260.49,0.0,0.0,0.0,Coincidencia exacta
2021-01-04,P005460,2.0,6100.0,12200.0,12200.0,0.0,0.0,0.0,Coincidencia exacta
2022-05-05,PS00006,1.0,12200.0,12200.0,12200.0,0.0,0.0,0.0,Coincidencia exacta
2023-03-13,PS00006,1.0,12200.0,12200.0,12200.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-22,PS00006,1.0,12197.22,12197.22,12197.22,0.0,0.0,0.0,Coincidencia exacta
2024-01-16,303199,6.0,,12165.06,,,,,No evaluable
2024-05-15,PS00006,1.0,,12158.75,,,,,No evaluable
2023-06-16,PS00006,1.0,12150.0,12150.0,12150.0,0.0,0.0,0.0,Coincidencia exacta
2021-09-07,PS00006,1.0,12116.71,12116.71,12116.71,0.0,0.0,0.0,Coincidencia exacta
2023-05-03,P005961,2.0,6032.5,12065.0,12065.0,0.0,0.0,0.0,Coincidencia exacta
2021-03-19,PS00006,1.0,12056.52,12056.52,12056.52,0.0,0.0,0.0,Coincidencia exacta
2023-05-02,PS00009,1.0,12031.0,12031.0,12031.0,0.0,0.0,0.0,Coincidencia exacta
2024-09-19,PS00006,1.0,,11912.0,,,,,No evaluable
2025-07-01,PS00006,1.0,,11903.62,,,,,No evaluable
2022-07-22,PS00012,1.0,11895.77,11895.77,11895.77,0.0,0.0,0.0,Coincidencia exacta
2022-05-03,PS00006,1.0,11800.0,11800.0,11800.0,0.0,0.0,0.0,Coincidencia exacta
2022-03-16,P006436,2.0,5162.44444,11770.37,10324.88888,1445.4811200000004,1445.4811200000004,0.12280676988064099,Diferencia material
2024-09-27,PS00006,1.0,,11700.0,,,,,No evaluable
2025-09-01,P004652,7.0,,11589.0,,,,,No evaluable
2024-07-17,PS00006,1.0,,11589.0,,,,,No evaluable
2024-06-03,PS00006,1.0,,11589.0,,,,,No evaluable
2021-05-10,P002973,160.0,72.0,11520.0,11520.0,0.0,0.0,0.0,Coincidencia exacta
2021-05-10,P002974,160.0,72.0,11520.0,11520.0,0.0,0.0,0.0,Coincidencia exacta
2023-05-11,PS00006,1.0,11500.0,11500.0,11500.0,0.0,0.0,0.0,Coincidencia exacta
2023-04-22,P005906,1.0,11400.0,11400.0,11400.0,0.0,0.0,0.0,Coincidencia exacta
2023-07-21,P003434,296.0,38.5,11396.0,11396.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-23,PS00006,1.0,11389.23,11389.23,11389.23,0.0,0.0,0.0,Coincidencia exacta
2022-11-01,P003809,6.0,1870.59,11223.54,11223.539999999999,1.8189894035458565e-12,1.8189894035458565e-12,1.6206913358404356e-16,Coincidencia exacta
2024-06-10,304444,10.0,,11211.74,,,,,No evaluable
2024-02-19,PS00006,1.0,,11164.0,,,,,No evaluable
2024-06-24,302541,4.0,,11116.87,,,,,No evaluable
2022-07-22,P005527,4.0,2778.71,11114.84,11114.84,0.0,0.0,0.0,Coincidencia exacta
2023-09-19,P008018,1.0,10000.0,11100.0,10000.0,1100.0,1100.0,0.0990990990990991,Diferencia material
2023-06-02,PS00013,1.0,11091.26,11091.26,11091.26,0.0,0.0,0.0,Coincidencia exacta
2022-09-20,P005724,2.0,5503.3675,11006.735,11006.735,0.0,0.0,0.0,Coincidencia exacta
2024-08-07,PS00006,1.0,,11000.0,,,,,No evaluable
2023-07-06,P007263,2.0,5227.0,10976.7,10454.0,522.7000000000007,522.7000000000007,0.04761904761904768,Diferencia menor
2025-04-01,PS00006,1.0,,10857.0,,,,,No evaluable
2024-05-15,PS00006,1.0,,10827.5,,,,,No evaluable
2023-05-10,P005924,832.0,13.0,10816.0,10816.0,0.0,0.0,0.0,Coincidencia exacta
2023-12-08,PS00006,1.0,10000.0,10800.0,10000.0,800.0,800.0,0.07407407407407407,Diferencia material
2024-08-15,PS00006,1.0,,10766.42,,,,,No evaluable
2021-03-09,P002507,6.0,1772.5,10635.0,10635.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-01,PS00009,1.0,10567.5,10567.5,10567.5,0.0,0.0,0.0,Coincidencia exacta
2025-07-01,PS00006,1.0,,10550.0,,,,,No evaluable
2025-05-01,PS00006,1.0,,10500.09,,,,,No evaluable
2025-04-01,PS00006,1.0,,10500.0,,,,,No evaluable
2023-12-15,PS00006,1.0,10437.94,10437.94,10437.94,0.0,0.0,0.0,Coincidencia exacta
2022-10-03,P002382,17.0,610.4,10376.8,10376.8,0.0,0.0,0.0,Coincidencia exacta
2021-04-20,PS00006,1.0,10201.5,10201.5,10201.5,0.0,0.0,0.0,Coincidencia exacta
2023-10-13,PS00013,1.0,10143.71,10143.71,10143.71,0.0,0.0,0.0,Coincidencia exacta
2024-11-19,900352,265.0,,10070.0,,,,,No evaluable
2024-11-20,900352,4.0,,10070.0,,,,,No evaluable
2025-05-01,PS00006,1.0,,10000.0,,,,,No evaluable
2025-07-01,306777,1.0,,10000.0,,,,,No evaluable
2025-08-01,PS00006,1.0,,10000.0,,,,,No evaluable
2024-07-04,PS00006,1.0,,10000.0,,,,,No evaluable
2024-07-09,304570,54.0,,9985.68,,,,,No evaluable
2021-04-01,PS00006,1.0,9956.0,9956.0,9956.0,0.0,0.0,0.0,Coincidencia exacta
2023-03-07,P005905,1.0,9900.0,9900.0,9900.0,0.0,0.0,0.0,Coincidencia exacta
2024-05-29,303242,1.0,,9879.16,,,,,No evaluable
2023-06-23,PS00006,1.0,9850.0,9850.0,9850.0,0.0,0.0,0.0,Coincidencia exacta
2024-11-19,900357,122.0,,9840.0,,,,,No evaluable
2024-07-30,PS00006,1.0,,9800.0,,,,,No evaluable
2024-01-17,PS00006,1.0,,9800.0,,,,,No evaluable
2024-11-20,900357,2.0,,9760.0,,,,,No evaluable
2022-11-10,PS00006,1.0,9750.0,9750.0,9750.0,0.0,0.0,0.0,Coincidencia exacta
2022-01-04,P002875,2.0,4850.0,9700.0,9700.0,0.0,0.0,0.0,Coincidencia exacta
2022-05-04,PS00006,1.0,9700.0,9700.0,9700.0,0.0,0.0,0.0,Coincidencia exacta
2023-11-20,PS00009,1.0,9620.0,9620.0,9620.0,0.0,0.0,0.0,Coincidencia exacta
2023-03-15,P007292,12.0,800.85,9610.2,9610.2,0.0,0.0,0.0,Coincidencia exacta
2023-05-09,P007292,12.0,800.85,9610.2,9610.2,0.0,0.0,0.0,Coincidencia exacta
2022-11-01,P006691,6.0,1600.0,9600.0,9600.0,0.0,0.0,0.0,Coincidencia exacta
2022-11-02,PS00009,1.0,9570.0,9570.0,9570.0,0.0,0.0,0.0,Coincidencia exacta
2023-07-21,P002967,248.0,38.5,9548.0,9548.0,0.0,0.0,0.0,Coincidencia exacta
2022-12-13,PS00006,1.0,9545.0,9545.0,9545.0,0.0,0.0,0.0,Coincidencia exacta
2022-05-09,P001238,9.0,1058.2,9523.8,9523.800000000001,-1.8189894035458565e-12,1.8189894035458565e-12,1.9099407836639331e-16,Coincidencia exacta
2021-04-22,PS00006,1.0,9500.0,9500.0,9500.0,0.0,0.0,0.0,Coincidencia exacta
2023-08-15,PS00006,1.0,9500.0,9500.0,9500.0,0.0,0.0,0.0,Coincidencia exacta
