FechaCont,ItemCode,Quantity,PrecioUnitarioSinDescuento,DescuentoUnitario,PrecioUnitario,SubTotal,Tipo,ParteTecnica,Tipo_norm,ParteTecnica_norm,ProveedorAnonimo,NaveAnonima
2025-08-01,306725,1.0,,,,19587.15,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_012,NAVE_001
2025-08-01,306725,1.0,,,,19587.14,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_012,NAVE_001
2024-06-27,PS00006,1.0,,,,19500.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_040,NAVE_011
2024-03-21,PS00006,1.0,,,,19500.0,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,PROV_006,NAVE_005
2023-05-08,P005950,1.0,19460.82,19460.82,19460.82,19460.82,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_041,NAVE_007
2023-07-18,PS00006,1.0,0.0,0.0,19000.0,19000.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_030,NAVE_001
2024-06-18,PS00006,1.0,,,,18800.0,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,PROV_042,NAVE_006
2023-07-06,P007269,12.0,0.0,0.0,1487.0,18736.2,REMOLCADOR,FERRETERIA,REMOLCADOR,FERRETERIA,PROV_004,NAVE_010
2024-02-19,PS00006,1.0,,,,18730.0,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,PROV_043,NAVE_004
2021-07-14,PS00006,1.0,18722.0,18722.0,18722.0,18722.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_023,NAVE_011
2023-11-13,P007912,24.0,0.0,0.0,711.01,18600.02,REMOLCADOR,ACEITE,REMOLCADOR,ACEITE,PROV_004,NAVE_006
2023-05-22,P005871,7.0,0.0,0.0,2650.0,18550.0,BUQUE,FERRETERIA,BUQUE,FERRETERIA,PROV_044,NAVE_008
2025-06-01,PS00006,1.0,,,,18392.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_045,NAVE_001
2021-10-18,P005282,3.0,0.0,0.0,6115.0,18345.0,BUQUE,FERRETERIA,BUQUE,FERRETERIA,PROV_046,NAVE_007
2024-09-11,PS00006,1.0,,,,18330.31,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_047,NAVE_002
2025-08-01,PS00006,1.0,,,,18287.5,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_048,NAVE_012
2022-01-14,PS00006,1.0,0.0,0.0,18113.59,18113.59,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_009,NAVE_004
2023-06-26,P007706,12.0,0.0,0.0,1369.761667,18080.85,REMOLCADOR,REPUESTOS MECANICOS,REMOLCADOR,REPUESTOS MECANICOS,PROV_004,NAVE_005
2024-05-13,PS00006,1.0,,,,18056.42,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_049,NAVE_008
2025-01-01,PS00006,1.0,,,,17988.48,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_045,NAVE_008
2024-08-07,PS00006,1.0,,,,17871.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_050,NAVE_002
2023-10-31,P005725,6.0,0.0,0.0,2942.03,17652.18,BUQUE,FERRETERIA,BUQUE,FERRETERIA,PROV_022,NAVE_007
2023-04-03,P007375,1.0,0.0,0.0,17370.41,17370.41,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_051,NAVE_011
2023-06-26,P007703,12.0,0.0,0.0,1311.761667,17315.25,REMOLCADOR,REPUESTOS MECANICOS,REMOLCADOR,REPUESTOS MECANICOS,PROV_004,NAVE_006
2022-11-01,P003175,7.0,0.0,0.0,2435.29,17047.03,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_052,NAVE_011
2023-11-20,P006633,1.0,0.0,0.0,17000.0,17000.0,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_053,NAVE_007
2022-09-05,P004907,3.0,0.0,0.0,5660.98,16982.94,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_022,NAVE_008
2024-02-20,PS00006,1.0,,,,16865.0,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,PROV_054,NAVE_005
2025-06-01,PS00006,1.0,,,,16728.5,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_047,NAVE_001
2023-04-27,PS00012,1.0,16700.0,-0.02004,16700.02004,16700.02,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_051,NAVE_011
2023-03-22,PS00012,1.0,0.0,0.0,16700.0,16700.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_051,NAVE_011
2021-06-29,P005238,2.0,0.0,0.0,8320.0,16640.0,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_055,NAVE_002
2023-07-21,PS00006,1.0,0.0,0.0,16640.0,16640.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_023,NAVE_008
2022-01-05,PS00006,1.0,0.0,0.0,16532.63,16532.63,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_009,NAVE_005
2021-08-23,P004908,2.0,0.0,0.0,6900.0,16422.0,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_017,NAVE_001
2023-04-28,P006360,1.0,0.0,0.0,16000.0,16000.0,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_052,NAVE_011
2024-09-18,PS00006,1.0,,,,16000.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_056,NAVE_008
2023-03-08,PS00013,1.0,0.0,0.0,15980.0,15980.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_019,NAVE_001
2021-11-05,PS00006,1.0,0.0,0.0,15900.0,15900.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_057,NAVE_008
2022-01-05,PS00006,1.0,0.0,0.0,15811.1,15811.1,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_009,NAVE_005
2022-04-07,PS00006,1.0,17496.0,1749.6,15746.4,15746.4,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_035,NAVE_008
2022-08-02,PS00006,1.0,0.0,0.0,15500.0,15500.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_023,NAVE_001
2025-07-01,PS00006,1.0,,,,15500.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_026,NAVE_008
2023-09-14,PS00006,1.0,14450.0,14450.0,14450.0,15461.5,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_004,NAVE_006
2023-09-14,PS00006,1.0,14450.0,14450.0,14450.0,15461.5,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_004,NAVE_005
2021-10-19,PS00012,1.0,15327.91,15327.91,15327.91,15327.91,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_009,NAVE_004
2023-07-21,P002968,145.0,0.0,0.0,105.0,15225.0,BUQUE,PINTURAS,BUQUE,PINTURAS,PROV_058,NAVE_007
2023-07-21,P002809,145.0,0.0,0.0,105.0,15225.0,BUQUE,PINTURAS,BUQUE,PINTURAS,PROV_058,NAVE_007
2025-05-01,305531,2.0,,,,15180.0,REMOLCADOR,REPUESTOS MECANICOS,REMOLCADOR,REPUESTOS MECANICOS,PROV_012,NAVE_009
2023-10-31,P005726,12.0,0.0,0.0,1260.88,15130.56,BUQUE,FERRETERIA,BUQUE,FERRETERIA,PROV_022,NAVE_007
2023-09-18,PS00013,1.0,0.0,0.0,15070.58,15070.58,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_019,NAVE_007
2023-09-04,PS00006,1.0,15004.0,15004.0,15004.0,15004.0,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_059,NAVE_009
2023-05-09,PS00006,1.0,15000.0,15000.0,15000.0,15000.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_060,NAVE_008
2023-05-21,PS00006,1.0,14950.0,14950.0,14950.0,14950.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_061,NAVE_008
2022-11-01,P006630,1.0,0.0,0.0,14941.18,14941.18,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_052,NAVE_011
2023-01-13,P005866,10.0,0.0,0.0,1492.65,14926.5,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_022,NAVE_007
2025-06-01,PS00006,1.0,,,,14902.5,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_062,NAVE_001
2021-08-06,P005221,4.0,0.0,0.0,313.0,14882.524,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_025,NAVE_001
2025-08-01,PS00006,1.0,,,,14850.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_038,NAVE_012
2025-08-01,PS00006,1.0,,,,14850.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_038,NAVE_012
2022-07-18,PS00006,1.0,14612.6,14612.6,14612.6,14612.6,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,PROV_059,NAVE_005
2023-11-16,P006619,1.0,0.0,0.0,14600.0,14600.0,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_010,NAVE_002
2023-11-24,P005759,1.0,0.0,0.0,14600.0,14600.0,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_010,NAVE_002
2021-04-15,P004750,1.0,14580.0,14580.0,14580.0,14580.0,BUQUE,REPUESTOS MECANICOS,BUQUE,REPUESTOS MECANICOS,PROV_017,NAVE_001
2023-02-02,PS00006,1.0,0.0,0.0,14570.0,14570.0,BUQUE,SERVICIOS DE MANTENIMIENTO,BUQUE,SERVICIOS DE MANTENIMIENTO,PROV_019,NAVE_007
2021-11-04,P002810,202.0,0.0,0.0,72.0,14544.0,BUQUE,PINTURAS,BUQUE,PINTURAS,PROV_058,NAVE_008
2022-04-20,P002968,170.0,0.0,0.0,85.0,14450.0,BUQUE,PINTURAS,BUQUE,PINTURAS,PROV_058,NAVE_001
